ALTERNATIVE0;CAPPED_LOW_VALUE;CAPPED_TOP_VALUE;CONSTRUCTION_ACC_CASH_FLOW;FPM_DISTRIBUTION;HIRING_SAMPLE_SIZE;INTEREST;LABOR_MARKET;LOAN_PAYMENT_TO_PERMANENT_INCOME;MARKUP;MARRIAGE_CHECK_PROBABILITY;MAX_LOAN_TO_VALUE;MUNICIPAL_EFFICIENCY_MANAGEMENT;NEIGHBORHOOD_EFFECT;OFFER_SIZE_ON_PRICE;PCT_DISTANCE_HIRING;PERCENTAGE_ACTUAL_POP;PERCENTAGE_ENTERING_ESTATE_MARKET;PERCENT_CONSTRUCTION_FIRMS;POLICIES;POLICY_COEFFICIENT;POLICY_DAYS;POLICY_QUANTILE;PRIVATE_TRANSIT_COST;PROCESSING_ACPS;PRODUCTIVITY_EXPONENT;PRODUCTIVITY_MAGNITUDE_DIVISOR;PUBLIC_TRANSIT_COST;SIZE_MARKET;STARTING_DAY;STICKY_PRICES;TAX_CONSUMPTION;TAX_ESTATE_TRANSACTION;TAX_FIRM;TAX_LABOR;TAX_PROPERTY;TOTAL_DAYS;T_LICENSES_PER_REGION;WAGE_IGNORE_UNEMPLOYMENT;SEED;POLICY_MONTHS
True;0.7;1.3;24.0;True;12.6;real;0.75;0.6;0.15;0.034;0.6;0.0001;3.0;2.0;0.3;0.01;0.0045;0.03;no_policy;0.2;360.0;0.2;0.25;BRASILIA;0.6;12.0;0.05;10.0;2010-01-01;0.5;0.3;0.005;0.15;0.15;0.005;3652.0;random;False;2.203507605874769e+18;
True;0.7;1.3;24.0;True;12.6;real;0.75;0.6;0.15;0.034;0.6;0.0001;3.0;2.0;0.3;0.01;0.0045;0.03;no_policy;0.2;360.0;0.2;0.25;BRASILIA;0.6;12.0;0.05;10.0;2010-01-01;0.5;0.3;0.005;0.15;0.15;0.005;3652.0;random;False;2.203507605874769e+18;
True;0.7;1.3;24.0;True;12.6;real;0.75;0.6;0.15;0.034;0.6;0.0001;3.0;2.0;0.3;0.01;0.0045;0.03;no_policy;0.2;360.0;0.2;0.25;BRASILIA;0.6;12.0;0.05;10.0;2010-01-01;0.5;0.3;0.005;0.15;0.15;0.005;3652.0;random;False;2.203507605874769e+18;
True;0.7;1.3;24.0;True;12.6;real;0.75;0.6;0.15;0.034;0.6;0.0001;3.0;2.0;0.3;0.01;0.0045;0.03;no_policy;0.2;360.0;0.2;0.25;BRASILIA;0.6;12.0;0.05;10.0;2010-01-01;0.5;0.3;0.005;0.15;0.15;0.005;3652.0;random;False;2.203507605874769e+18;
True;0.7;1.3;24.0;True;12.6;real;0.75;0.6;0.15;0.034;0.6;0.0001;3.0;2.0;0.3;0.01;0.0045;0.03;no_policy;0.2;360.0;0.2;0.25;BRASILIA;0.6;12.0;0.05;10.0;2010-01-01;0.5;0.3;0.005;0.15;0.15;0.005;3652.0;random;False;2.203507605874769e+18;
True;0.7;1.3;24.0;True;12.6;real;0.75;0.6;0.15;0.034;0.6;0.0001;3.0;2.0;0.3;0.01;0.0045;0.03;no_policy;0.2;360.0;0.2;0.25;BRASILIA;0.6;12.0;0.05;10.0;2010-01-01;0.5;0.3;0.005;0.15;0.15;0.005;3652.0;random;False;2.203507605874769e+18;
True;0.7;1.3;24.0;True;12.6;real;0.75;0.6;0.15;0.034;0.6;0.0001;3.0;2.0;0.3;0.01;0.0045;0.03;no_policy;0.2;360.0;0.2;0.25;BRASILIA;0.6;12.0;0.05;10.0;2010-01-01;0.5;0.3;0.005;0.15;0.15;0.005;3652.0;random;False;2.203507605874769e+18;
True;0.7;1.3;24.0;True;12.6;real;0.75;0.6;0.15;0.034;0.6;0.0001;3.0;2.0;0.3;0.01;0.0045;0.03;no_policy;0.2;360.0;0.2;0.25;BRASILIA;0.6;12.0;0.05;10.0;2010-01-01;0.5;0.3;0.005;0.15;0.15;0.005;3652.0;random;False;2.203507605874769e+18;
True;0.7;1.3;24.0;True;12.6;real;0.75;0.6;0.15;0.034;0.6;0.0001;3.0;2.0;0.3;0.01;0.0045;0.03;no_policy;0.2;360.0;0.2;0.25;BRASILIA;0.6;12.0;0.05;10.0;2010-01-01;0.5;0.3;0.005;0.15;0.15;0.005;3652.0;random;False;2.203507605874769e+18;
True;0.7;1.3;24.0;True;12.6;real;0.75;0.6;0.15;0.034;0.6;0.0001;3.0;2.0;0.3;0.01;0.0045;0.03;no_policy;0.2;360.0;0.2;0.25;BRASILIA;0.6;12.0;0.05;10.0;2010-01-01;0.5;0.3;0.005;0.15;0.15;0.005;3652.0;random;False;2.203507605874769e+18;
True;0.7;1.3;24.0;True;12.6;real;0.75;0.6;0.15;0.034;0.6;0.0001;3.0;2.0;0.3;0.01;0.0045;0.03;no_policy;0.2;360.0;0.2;0.25;BRASILIA;0.6;12.0;0.05;10.0;2010-01-01;0.5;0.3;0.005;0.15;0.15;0.005;3652.0;random;False;2.203507605874769e+18;
True;0.7;1.3;24.0;True;12.6;real;0.75;0.6;0.15;0.034;0.6;0.0001;3.0;2.0;0.3;0.01;0.0045;0.03;no_policy;0.2;360.0;0.2;0.25;BRASILIA;0.6;12.0;0.05;10.0;2010-01-01;0.5;0.3;0.005;0.15;0.15;0.005;3652.0;random;False;2.203507605874769e+18;
True;0.7;1.3;24.0;True;12.6;real;0.75;0.6;0.15;0.034;0.6;0.0001;3.0;2.0;0.3;0.01;0.0045;0.03;no_policy;0.2;360.0;0.2;0.25;BRASILIA;0.6;12.0;0.05;10.0;2010-01-01;0.5;0.3;0.005;0.15;0.15;0.005;3652.0;random;False;2.203507605874769e+18;
True;0.7;1.3;24.0;True;12.6;real;0.75;0.6;0.15;0.034;0.6;0.0001;3.0;2.0;0.3;0.01;0.0045;0.03;no_policy;0.2;360.0;0.2;0.25;BRASILIA;0.6;12.0;0.05;10.0;2010-01-01;0.5;0.3;0.005;0.15;0.15;0.005;3652.0;random;False;2.203507605874769e+18;
True;0.7;1.3;24.0;True;12.6;real;0.75;0.6;0.15;0.034;0.6;0.0001;3.0;2.0;0.3;0.01;0.0045;0.03;no_policy;0.2;360.0;0.2;0.25;BRASILIA;0.6;12.0;0.05;10.0;2010-01-01;0.5;0.3;0.005;0.15;0.15;0.005;3652.0;random;False;2.203507605874769e+18;
True;0.7;1.3;24.0;True;18.4;real;0.75;0.6;0.15;0.034;0.6;0.0001;3.0;2.0;0.3;0.01;0.0045;0.03;no_policy;0.2;360.0;0.2;0.25;BRASILIA;0.6;12.0;0.05;10.0;2010-01-01;0.5;0.3;0.005;0.15;0.15;0.005;3652.0;random;False;2.203507605874769e+18;
True;0.7;1.3;24.0;True;18.4;real;0.75;0.6;0.15;0.034;0.6;0.0001;3.0;2.0;0.3;0.01;0.0045;0.03;no_policy;0.2;360.0;0.2;0.25;BRASILIA;0.6;12.0;0.05;10.0;2010-01-01;0.5;0.3;0.005;0.15;0.15;0.005;3652.0;random;False;2.203507605874769e+18;
True;0.7;1.3;24.0;True;18.4;real;0.75;0.6;0.15;0.034;0.6;0.0001;3.0;2.0;0.3;0.01;0.0045;0.03;no_policy;0.2;360.0;0.2;0.25;BRASILIA;0.6;12.0;0.05;10.0;2010-01-01;0.5;0.3;0.005;0.15;0.15;0.005;3652.0;random;False;2.203507605874769e+18;
True;0.7;1.3;24.0;True;18.4;real;0.75;0.6;0.15;0.034;0.6;0.0001;3.0;2.0;0.3;0.01;0.0045;0.03;no_policy;0.2;360.0;0.2;0.25;BRASILIA;0.6;12.0;0.05;10.0;2010-01-01;0.5;0.3;0.005;0.15;0.15;0.005;3652.0;random;False;2.203507605874769e+18;
True;0.7;1.3;24.0;True;18.4;real;0.75;0.6;0.15;0.034;0.6;0.0001;3.0;2.0;0.3;0.01;0.0045;0.03;no_policy;0.2;360.0;0.2;0.25;BRASILIA;0.6;12.0;0.05;10.0;2010-01-01;0.5;0.3;0.005;0.15;0.15;0.005;3652.0;random;False;2.203507605874769e+18;
True;0.7;1.3;24.0;True;18.4;real;0.75;0.6;0.15;0.034;0.6;0.0001;3.0;2.0;0.3;0.01;0.0045;0.03;no_policy;0.2;360.0;0.2;0.25;BRASILIA;0.6;12.0;0.05;10.0;2010-01-01;0.5;0.3;0.005;0.15;0.15;0.005;3652.0;random;False;2.203507605874769e+18;
True;0.7;1.3;24.0;True;18.4;real;0.75;0.6;0.15;0.034;0.6;0.0001;3.0;2.0;0.3;0.01;0.0045;0.03;no_policy;0.2;360.0;0.2;0.25;BRASILIA;0.6;12.0;0.05;10.0;2010-01-01;0.5;0.3;0.005;0.15;0.15;0.005;3652.0;random;False;2.203507605874769e+18;
True;0.7;1.3;24.0;True;18.4;real;0.75;0.6;0.15;0.034;0.6;0.0001;3.0;2.0;0.3;0.01;0.0045;0.03;no_policy;0.2;360.0;0.2;0.25;BRASILIA;0.6;12.0;0.05;10.0;2010-01-01;0.5;0.3;0.005;0.15;0.15;0.005;3652.0;random;False;2.203507605874769e+18;
True;0.7;1.3;24.0;True;18.4;real;0.75;0.6;0.15;0.034;0.6;0.0001;3.0;2.0;0.3;0.01;0.0045;0.03;no_policy;0.2;360.0;0.2;0.25;BRASILIA;0.6;12.0;0.05;10.0;2010-01-01;0.5;0.3;0.005;0.15;0.15;0.005;3652.0;random;False;2.203507605874769e+18;
True;0.7;1.3;24.0;True;18.4;real;0.75;0.6;0.15;0.034;0.6;0.0001;3.0;2.0;0.3;0.01;0.0045;0.03;no_policy;0.2;360.0;0.2;0.25;BRASILIA;0.6;12.0;0.05;10.0;2010-01-01;0.5;0.3;0.005;0.15;0.15;0.005;3652.0;random;False;2.203507605874769e+18;
True;0.7;1.3;24.0;True;18.4;real;0.75;0.6;0.15;0.034;0.6;0.0001;3.0;2.0;0.3;0.01;0.0045;0.03;no_policy;0.2;360.0;0.2;0.25;BRASILIA;0.6;12.0;0.05;10.0;2010-01-01;0.5;0.3;0.005;0.15;0.15;0.005;3652.0;random;False;2.203507605874769e+18;
True;0.7;1.3;24.0;True;18.4;real;0.75;0.6;0.15;0.034;0.6;0.0001;3.0;2.0;0.3;0.01;0.0045;0.03;no_policy;0.2;360.0;0.2;0.25;BRASILIA;0.6;12.0;0.05;10.0;2010-01-01;0.5;0.3;0.005;0.15;0.15;0.005;3652.0;random;False;2.203507605874769e+18;
True;0.7;1.3;24.0;True;18.4;real;0.75;0.6;0.15;0.034;0.6;0.0001;3.0;2.0;0.3;0.01;0.0045;0.03;no_policy;0.2;360.0;0.2;0.25;BRASILIA;0.6;12.0;0.05;10.0;2010-01-01;0.5;0.3;0.005;0.15;0.15;0.005;3652.0;random;False;2.203507605874769e+18;
True;0.7;1.3;24.0;True;18.4;real;0.75;0.6;0.15;0.034;0.6;0.0001;3.0;2.0;0.3;0.01;0.0045;0.03;no_policy;0.2;360.0;0.2;0.25;BRASILIA;0.6;12.0;0.05;10.0;2010-01-01;0.5;0.3;0.005;0.15;0.15;0.005;3652.0;random;False;2.203507605874769e+18;
True;0.7;1.3;24.0;True;18.4;real;0.75;0.6;0.15;0.034;0.6;0.0001;3.0;2.0;0.3;0.01;0.0045;0.03;no_policy;0.2;360.0;0.2;0.25;BRASILIA;0.6;12.0;0.05;10.0;2010-01-01;0.5;0.3;0.005;0.15;0.15;0.005;3652.0;random;False;2.203507605874769e+18;
True;0.7;1.3;24.0;True;18.4;real;0.75;0.6;0.15;0.034;0.6;0.0001;3.0;2.0;0.3;0.01;0.0045;0.03;no_policy;0.2;360.0;0.2;0.25;BRASILIA;0.6;12.0;0.05;10.0;2010-01-01;0.5;0.3;0.005;0.15;0.15;0.005;3652.0;random;False;2.203507605874769e+18;
True;0.7;1.3;24.0;True;18.4;real;0.75;0.6;0.15;0.034;0.6;0.0001;3.0;2.0;0.3;0.01;0.0045;0.03;no_policy;0.2;360.0;0.2;0.25;BRASILIA;0.6;12.0;0.05;10.0;2010-01-01;0.5;0.3;0.005;0.15;0.15;0.005;3652.0;random;False;2.203507605874769e+18;
True;0.7;1.3;24.0;True;18.4;real;0.75;0.6;0.15;0.034;0.6;0.0001;3.0;2.0;0.3;0.01;0.0045;0.03;no_policy;0.2;360.0;0.2;0.25;BRASILIA;0.6;12.0;0.05;10.0;2010-01-01;0.5;0.3;0.005;0.15;0.15;0.005;3652.0;random;False;2.203507605874769e+18;
True;0.7;1.3;24.0;True;18.4;real;0.75;0.6;0.15;0.034;0.6;0.0001;3.0;2.0;0.3;0.01;0.0045;0.03;no_policy;0.2;360.0;0.2;0.25;BRASILIA;0.6;12.0;0.05;10.0;2010-01-01;0.5;0.3;0.005;0.15;0.15;0.005;3652.0;random;False;2.203507605874769e+18;
True;0.7;1.3;24.0;True;18.4;real;0.75;0.6;0.15;0.034;0.6;0.0001;3.0;2.0;0.3;0.01;0.0045;0.03;no_policy;0.2;360.0;0.2;0.25;BRASILIA;0.6;12.0;0.05;10.0;2010-01-01;0.5;0.3;0.005;0.15;0.15;0.005;3652.0;random;False;2.203507605874769e+18;
True;0.7;1.3;24.0;True;18.4;real;0.75;0.6;0.15;0.034;0.6;0.0001;3.0;2.0;0.3;0.01;0.0045;0.03;no_policy;0.2;360.0;0.2;0.25;BRASILIA;0.6;12.0;0.05;10.0;2010-01-01;0.5;0.3;0.005;0.15;0.15;0.005;3652.0;random;False;2.203507605874769e+18;
True;0.7;1.3;24.0;True;24.2;real;0.75;0.6;0.15;0.034;0.6;0.0001;3.0;2.0;0.3;0.01;0.0045;0.03;no_policy;0.2;360.0;0.2;0.25;BRASILIA;0.6;12.0;0.05;10.0;2010-01-01;0.5;0.3;0.005;0.15;0.15;0.005;3652.0;random;False;2.203507605874769e+18;
True;0.7;1.3;24.0;True;24.2;real;0.75;0.6;0.15;0.034;0.6;0.0001;3.0;2.0;0.3;0.01;0.0045;0.03;no_policy;0.2;360.0;0.2;0.25;BRASILIA;0.6;12.0;0.05;10.0;2010-01-01;0.5;0.3;0.005;0.15;0.15;0.005;3652.0;random;False;2.203507605874769e+18;
True;0.7;1.3;24.0;True;24.2;real;0.75;0.6;0.15;0.034;0.6;0.0001;3.0;2.0;0.3;0.01;0.0045;0.03;no_policy;0.2;360.0;0.2;0.25;BRASILIA;0.6;12.0;0.05;10.0;2010-01-01;0.5;0.3;0.005;0.15;0.15;0.005;3652.0;random;False;2.203507605874769e+18;
True;0.7;1.3;24.0;True;24.2;real;0.75;0.6;0.15;0.034;0.6;0.0001;3.0;2.0;0.3;0.01;0.0045;0.03;no_policy;0.2;360.0;0.2;0.25;BRASILIA;0.6;12.0;0.05;10.0;2010-01-01;0.5;0.3;0.005;0.15;0.15;0.005;3652.0;random;False;2.203507605874769e+18;
True;0.7;1.3;24.0;True;24.2;real;0.75;0.6;0.15;0.034;0.6;0.0001;3.0;2.0;0.3;0.01;0.0045;0.03;no_policy;0.2;360.0;0.2;0.25;BRASILIA;0.6;12.0;0.05;10.0;2010-01-01;0.5;0.3;0.005;0.15;0.15;0.005;3652.0;random;False;2.203507605874769e+18;
True;0.7;1.3;24.0;True;24.2;real;0.75;0.6;0.15;0.034;0.6;0.0001;3.0;2.0;0.3;0.01;0.0045;0.03;no_policy;0.2;360.0;0.2;0.25;BRASILIA;0.6;12.0;0.05;10.0;2010-01-01;0.5;0.3;0.005;0.15;0.15;0.005;3652.0;random;False;2.203507605874769e+18;
True;0.7;1.3;24.0;True;24.2;real;0.75;0.6;0.15;0.034;0.6;0.0001;3.0;2.0;0.3;0.01;0.0045;0.03;no_policy;0.2;360.0;0.2;0.25;BRASILIA;0.6;12.0;0.05;10.0;2010-01-01;0.5;0.3;0.005;0.15;0.15;0.005;3652.0;random;False;2.203507605874769e+18;
True;0.7;1.3;24.0;True;24.2;real;0.75;0.6;0.15;0.034;0.6;0.0001;3.0;2.0;0.3;0.01;0.0045;0.03;no_policy;0.2;360.0;0.2;0.25;BRASILIA;0.6;12.0;0.05;10.0;2010-01-01;0.5;0.3;0.005;0.15;0.15;0.005;3652.0;random;False;2.203507605874769e+18;
True;0.7;1.3;24.0;True;24.2;real;0.75;0.6;0.15;0.034;0.6;0.0001;3.0;2.0;0.3;0.01;0.0045;0.03;no_policy;0.2;360.0;0.2;0.25;BRASILIA;0.6;12.0;0.05;10.0;2010-01-01;0.5;0.3;0.005;0.15;0.15;0.005;3652.0;random;False;2.203507605874769e+18;
True;0.7;1.3;24.0;True;24.2;real;0.75;0.6;0.15;0.034;0.6;0.0001;3.0;2.0;0.3;0.01;0.0045;0.03;no_policy;0.2;360.0;0.2;0.25;BRASILIA;0.6;12.0;0.05;10.0;2010-01-01;0.5;0.3;0.005;0.15;0.15;0.005;3652.0;random;False;2.203507605874769e+18;
True;0.7;1.3;24.0;True;24.2;real;0.75;0.6;0.15;0.034;0.6;0.0001;3.0;2.0;0.3;0.01;0.0045;0.03;no_policy;0.2;360.0;0.2;0.25;BRASILIA;0.6;12.0;0.05;10.0;2010-01-01;0.5;0.3;0.005;0.15;0.15;0.005;3652.0;random;False;2.203507605874769e+18;
True;0.7;1.3;24.0;True;24.2;real;0.75;0.6;0.15;0.034;0.6;0.0001;3.0;2.0;0.3;0.01;0.0045;0.03;no_policy;0.2;360.0;0.2;0.25;BRASILIA;0.6;12.0;0.05;10.0;2010-01-01;0.5;0.3;0.005;0.15;0.15;0.005;3652.0;random;False;2.203507605874769e+18;
True;0.7;1.3;24.0;True;24.2;real;0.75;0.6;0.15;0.034;0.6;0.0001;3.0;2.0;0.3;0.01;0.0045;0.03;no_policy;0.2;360.0;0.2;0.25;BRASILIA;0.6;12.0;0.05;10.0;2010-01-01;0.5;0.3;0.005;0.15;0.15;0.005;3652.0;random;False;2.203507605874769e+18;
True;0.7;1.3;24.0;True;24.2;real;0.75;0.6;0.15;0.034;0.6;0.0001;3.0;2.0;0.3;0.01;0.0045;0.03;no_policy;0.2;360.0;0.2;0.25;BRASILIA;0.6;12.0;0.05;10.0;2010-01-01;0.5;0.3;0.005;0.15;0.15;0.005;3652.0;random;False;2.203507605874769e+18;
True;0.7;1.3;24.0;True;24.2;real;0.75;0.6;0.15;0.034;0.6;0.0001;3.0;2.0;0.3;0.01;0.0045;0.03;no_policy;0.2;360.0;0.2;0.25;BRASILIA;0.6;12.0;0.05;10.0;2010-01-01;0.5;0.3;0.005;0.15;0.15;0.005;3652.0;random;False;2.203507605874769e+18;
True;0.7;1.3;24.0;True;24.2;real;0.75;0.6;0.15;0.034;0.6;0.0001;3.0;2.0;0.3;0.01;0.0045;0.03;no_policy;0.2;360.0;0.2;0.25;BRASILIA;0.6;12.0;0.05;10.0;2010-01-01;0.5;0.3;0.005;0.15;0.15;0.005;3652.0;random;False;2.203507605874769e+18;
True;0.7;1.3;24.0;True;24.2;real;0.75;0.6;0.15;0.034;0.6;0.0001;3.0;2.0;0.3;0.01;0.0045;0.03;no_policy;0.2;360.0;0.2;0.25;BRASILIA;0.6;12.0;0.05;10.0;2010-01-01;0.5;0.3;0.005;0.15;0.15;0.005;3652.0;random;False;2.203507605874769e+18;
True;0.7;1.3;24.0;True;24.2;real;0.75;0.6;0.15;0.034;0.6;0.0001;3.0;2.0;0.3;0.01;0.0045;0.03;no_policy;0.2;360.0;0.2;0.25;BRASILIA;0.6;12.0;0.05;10.0;2010-01-01;0.5;0.3;0.005;0.15;0.15;0.005;3652.0;random;False;2.203507605874769e+18;
True;0.7;1.3;24.0;True;24.2;real;0.75;0.6;0.15;0.034;0.6;0.0001;3.0;2.0;0.3;0.01;0.0045;0.03;no_policy;0.2;360.0;0.2;0.25;BRASILIA;0.6;12.0;0.05;10.0;2010-01-01;0.5;0.3;0.005;0.15;0.15;0.005;3652.0;random;False;2.203507605874769e+18;
True;0.7;1.3;24.0;True;24.2;real;0.75;0.6;0.15;0.034;0.6;0.0001;3.0;2.0;0.3;0.01;0.0045;0.03;no_policy;0.2;360.0;0.2;0.25;BRASILIA;0.6;12.0;0.05;10.0;2010-01-01;0.5;0.3;0.005;0.15;0.15;0.005;3652.0;random;False;2.203507605874769e+18;
True;0.7;1.3;24.0;True;24.2;real;0.75;0.6;0.15;0.034;0.6;0.0001;3.0;2.0;0.3;0.01;0.0045;0.03;no_policy;0.2;360.0;0.2;0.25;BRASILIA;0.6;12.0;0.05;10.0;2010-01-01;0.5;0.3;0.005;0.15;0.15;0.005;3652.0;random;False;2.203507605874769e+18;
True;0.7;1.3;24.0;True;30.0;real;0.75;0.6;0.15;0.034;0.6;0.0001;3.0;2.0;0.3;0.01;0.0045;0.03;no_policy;0.2;360.0;0.2;0.25;BRASILIA;0.6;12.0;0.05;10.0;2010-01-01;0.5;0.3;0.005;0.15;0.15;0.005;3652.0;random;False;2.203507605874769e+18;
True;0.7;1.3;24.0;True;30.0;real;0.75;0.6;0.15;0.034;0.6;0.0001;3.0;2.0;0.3;0.01;0.0045;0.03;no_policy;0.2;360.0;0.2;0.25;BRASILIA;0.6;12.0;0.05;10.0;2010-01-01;0.5;0.3;0.005;0.15;0.15;0.005;3652.0;random;False;2.203507605874769e+18;
True;0.7;1.3;24.0;True;30.0;real;0.75;0.6;0.15;0.034;0.6;0.0001;3.0;2.0;0.3;0.01;0.0045;0.03;no_policy;0.2;360.0;0.2;0.25;BRASILIA;0.6;12.0;0.05;10.0;2010-01-01;0.5;0.3;0.005;0.15;0.15;0.005;3652.0;random;False;2.203507605874769e+18;
True;0.7;1.3;24.0;True;30.0;real;0.75;0.6;0.15;0.034;0.6;0.0001;3.0;2.0;0.3;0.01;0.0045;0.03;no_policy;0.2;360.0;0.2;0.25;BRASILIA;0.6;12.0;0.05;10.0;2010-01-01;0.5;0.3;0.005;0.15;0.15;0.005;3652.0;random;False;2.203507605874769e+18;
True;0.7;1.3;24.0;True;30.0;real;0.75;0.6;0.15;0.034;0.6;0.0001;3.0;2.0;0.3;0.01;0.0045;0.03;no_policy;0.2;360.0;0.2;0.25;BRASILIA;0.6;12.0;0.05;10.0;2010-01-01;0.5;0.3;0.005;0.15;0.15;0.005;3652.0;random;False;2.203507605874769e+18;
True;0.7;1.3;24.0;True;30.0;real;0.75;0.6;0.15;0.034;0.6;0.0001;3.0;2.0;0.3;0.01;0.0045;0.03;no_policy;0.2;360.0;0.2;0.25;BRASILIA;0.6;12.0;0.05;10.0;2010-01-01;0.5;0.3;0.005;0.15;0.15;0.005;3652.0;random;False;2.203507605874769e+18;
True;0.7;1.3;24.0;True;30.0;real;0.75;0.6;0.15;0.034;0.6;0.0001;3.0;2.0;0.3;0.01;0.0045;0.03;no_policy;0.2;360.0;0.2;0.25;BRASILIA;0.6;12.0;0.05;10.0;2010-01-01;0.5;0.3;0.005;0.15;0.15;0.005;3652.0;random;False;2.203507605874769e+18;
True;0.7;1.3;24.0;True;30.0;real;0.75;0.6;0.15;0.034;0.6;0.0001;3.0;2.0;0.3;0.01;0.0045;0.03;no_policy;0.2;360.0;0.2;0.25;BRASILIA;0.6;12.0;0.05;10.0;2010-01-01;0.5;0.3;0.005;0.15;0.15;0.005;3652.0;random;False;2.203507605874769e+18;
True;0.7;1.3;24.0;True;30.0;real;0.75;0.6;0.15;0.034;0.6;0.0001;3.0;2.0;0.3;0.01;0.0045;0.03;no_policy;0.2;360.0;0.2;0.25;BRASILIA;0.6;12.0;0.05;10.0;2010-01-01;0.5;0.3;0.005;0.15;0.15;0.005;3652.0;random;False;2.203507605874769e+18;
True;0.7;1.3;24.0;True;30.0;real;0.75;0.6;0.15;0.034;0.6;0.0001;3.0;2.0;0.3;0.01;0.0045;0.03;no_policy;0.2;360.0;0.2;0.25;BRASILIA;0.6;12.0;0.05;10.0;2010-01-01;0.5;0.3;0.005;0.15;0.15;0.005;3652.0;random;False;2.203507605874769e+18;
True;0.7;1.3;24.0;True;30.0;real;0.75;0.6;0.15;0.034;0.6;0.0001;3.0;2.0;0.3;0.01;0.0045;0.03;no_policy;0.2;360.0;0.2;0.25;BRASILIA;0.6;12.0;0.05;10.0;2010-01-01;0.5;0.3;0.005;0.15;0.15;0.005;3652.0;random;False;2.203507605874769e+18;
True;0.7;1.3;24.0;True;30.0;real;0.75;0.6;0.15;0.034;0.6;0.0001;3.0;2.0;0.3;0.01;0.0045;0.03;no_policy;0.2;360.0;0.2;0.25;BRASILIA;0.6;12.0;0.05;10.0;2010-01-01;0.5;0.3;0.005;0.15;0.15;0.005;3652.0;random;False;2.203507605874769e+18;
True;0.7;1.3;24.0;True;30.0;real;0.75;0.6;0.15;0.034;0.6;0.0001;3.0;2.0;0.3;0.01;0.0045;0.03;no_policy;0.2;360.0;0.2;0.25;BRASILIA;0.6;12.0;0.05;10.0;2010-01-01;0.5;0.3;0.005;0.15;0.15;0.005;3652.0;random;False;2.203507605874769e+18;
True;0.7;1.3;24.0;True;30.0;real;0.75;0.6;0.15;0.034;0.6;0.0001;3.0;2.0;0.3;0.01;0.0045;0.03;no_policy;0.2;360.0;0.2;0.25;BRASILIA;0.6;12.0;0.05;10.0;2010-01-01;0.5;0.3;0.005;0.15;0.15;0.005;3652.0;random;False;2.203507605874769e+18;
True;0.7;1.3;24.0;True;30.0;real;0.75;0.6;0.15;0.034;0.6;0.0001;3.0;2.0;0.3;0.01;0.0045;0.03;no_policy;0.2;360.0;0.2;0.25;BRASILIA;0.6;12.0;0.05;10.0;2010-01-01;0.5;0.3;0.005;0.15;0.15;0.005;3652.0;random;False;2.203507605874769e+18;
True;0.7;1.3;24.0;True;30.0;real;0.75;0.6;0.15;0.034;0.6;0.0001;3.0;2.0;0.3;0.01;0.0045;0.03;no_policy;0.2;360.0;0.2;0.25;BRASILIA;0.6;12.0;0.05;10.0;2010-01-01;0.5;0.3;0.005;0.15;0.15;0.005;3652.0;random;False;2.203507605874769e+18;
True;0.7;1.3;24.0;True;30.0;real;0.75;0.6;0.15;0.034;0.6;0.0001;3.0;2.0;0.3;0.01;0.0045;0.03;no_policy;0.2;360.0;0.2;0.25;BRASILIA;0.6;12.0;0.05;10.0;2010-01-01;0.5;0.3;0.005;0.15;0.15;0.005;3652.0;random;False;2.203507605874769e+18;
True;0.7;1.3;24.0;True;30.0;real;0.75;0.6;0.15;0.034;0.6;0.0001;3.0;2.0;0.3;0.01;0.0045;0.03;no_policy;0.2;360.0;0.2;0.25;BRASILIA;0.6;12.0;0.05;10.0;2010-01-01;0.5;0.3;0.005;0.15;0.15;0.005;3652.0;random;False;2.203507605874769e+18;
True;0.7;1.3;24.0;True;30.0;real;0.75;0.6;0.15;0.034;0.6;0.0001;3.0;2.0;0.3;0.01;0.0045;0.03;no_policy;0.2;360.0;0.2;0.25;BRASILIA;0.6;12.0;0.05;10.0;2010-01-01;0.5;0.3;0.005;0.15;0.15;0.005;3652.0;random;False;2.203507605874769e+18;
True;0.7;1.3;24.0;True;30.0;real;0.75;0.6;0.15;0.034;0.6;0.0001;3.0;2.0;0.3;0.01;0.0045;0.03;no_policy;0.2;360.0;0.2;0.25;BRASILIA;0.6;12.0;0.05;10.0;2010-01-01;0.5;0.3;0.005;0.15;0.15;0.005;3652.0;random;False;2.203507605874769e+18;
True;0.7;1.3;24.0;True;30.0;real;0.75;0.6;0.15;0.034;0.6;0.0001;3.0;2.0;0.3;0.01;0.0045;0.03;no_policy;0.2;360.0;0.2;0.25;BRASILIA;0.6;12.0;0.05;10.0;2010-01-01;0.5;0.3;0.005;0.15;0.15;0.005;3652.0;random;False;2.203507605874769e+18;
True;0.7;1.3;24.0;True;6.8;real;0.75;0.6;0.15;0.034;0.6;0.0001;3.0;2.0;0.3;0.01;0.0045;0.03;no_policy;0.2;360.0;0.2;0.25;BRASILIA;0.6;12.0;0.05;10.0;2010-01-01;0.5;0.3;0.005;0.15;0.15;0.005;3652.0;random;False;2.203507605874769e+18;
